"Kreis";"Ort";"Typ";"Hersteller";"Nabenhoehe";"Rotordurchmesser";"Schallleistungspegel";"Leistung";"Leistungsbezug";"Ostwert";"Nordwert";"Genehmigt_am";"Iinbetriebnahme";"Status";"Bst_Nr";"Anl_Nr";"Datendatum";"Datenquelle"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"101,8";2300;"kW Nennleist. Rotor.";32494317;6009921;02.06.15;08.03.16;"in Betrieb";"51105000011";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"101,8";2300;"kW Nennleist. Rotor.";32494542;6009913;05.08.11;07.04.14;"in Betrieb";"51105000012";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"101,8";2300;"kW Nennleist. Rotor.";32493864;6009619;05.08.11;20.03.01;"in Betrieb";"51105000013";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-126 EP3 4 MW";"Enercon";"116";"126";"HZ /dB(A) | 63/81,3 | 125/87,8 | 250/90,5 | 500/93,8 | 1000/95,8 | 2000/94,2 | 4000/85,7 | 8000/69,1 | SLP=100,4 dB(A) (1300 kW s) Tag: 106,1 dB(A)";4000;"kW Nennleist. Rotor.";32494621;6009278;05.09.19;21.04.21;"in Betrieb";"51105000014";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-115 EP3 E3";"Enercon";"122";"115,71";"HZ /dB(A) | 63/79,9 | 125/85,1 | 250/87,7 | 500/89,6 | 1000/90,9 | 2000/91,8 | 4000/87,3 | 8000/ | SLP=97,2 dB(A)106,5 dB(A)";4200;"kW Nennleist. Rotor.";32497173;6011663;08.04.20;31.05.22;"in Betrieb";"51105000015";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-115 EP3 E3";"Enercon";"122";"115";"HZ /dB(A) | 63/84,7 | 125/90 | 250/92,8 | 500/94,7 | 1000/95,8 | 2000/96,3 | 4000/91,7 | 8000/ | SLP=102 dB(A)104,8 dB(A)";4200;"kW Nennleist. Rotor.";32494510;6009557;03.11.21;;"vor Inbetriebnahme";"51105000021";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Oesterwurth";"Nordtank 500";"Nordtank NTK";"50";"41";"103,3";500;"kW Nennleist. Rotor.";32496237;6009286;24.03.95;25.05.95;"in Betrieb";"51105410676";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Enercon E-70 2,3 MW";"Enercon";"64";"71";"104,5";2300;"kW Nennleist. Rotor.";32496427;6009381;09.07.07;10.05.10;"in Betrieb";"51105410676";"0011";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"REpower MD 70";"REpower";"65";"70";"103";1500;"kW Nennleist. Rotor.";32496700;6009730;31.07.03;18.12.03;"in Betrieb";"51105459801";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Enercon E-48";"Enercon";"65";"48";"102,5";800;"kW Nennleist. Rotor.";32496521;6009701;26.06.06;17.06.09;"in Betrieb";"51105459806";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"100,9";2300;"kW Nennleist. Rotor.";32494336;6010175;04.08.09;28.06.10;"in Betrieb";"51105459809";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-82";"Enercon";"84,6";"82";"104,5";2300;"kW Nennleist. Rotor.";32496690;6010228;16.06.09;21.06.10;"in Betrieb";"51105459810";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Typ Enercon E-82";"Enercon";"84,6";"82";"101,3";2300;"kW Nennleist. Rotor.";32496359;6010170;24.06.09;21.06.10;"in Betrieb";"51105459810";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Typ Enercon E-82";"Enercon";"84,6";"82";"104,5";2300;"kW Nennleist. Rotor.";32496274;6009908;25.06.09;28.06.10;"in Betrieb";"51105459810";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Typ Enercon E-82";"Enercon";"84,6";"82";"104,5";2300;"kW Nennleist. Rotor.";32496651;6010008;25.06.09;21.06.10;"in Betrieb";"51105459810";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Tacke TW 500";"Tacke";"37";"40";"101,3 dB(A)";500;"kW Nennleist. Rotor.";32496711;6010523;17.05.94;31.12.94;"in Betrieb";"51105459810";"0021";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Tacke TW 600";"Tacke";"50";"43";"102,3 dB(A)";600;"kW Nennleist. Rotor.";32496346;6009692;17.05.94;31.12.94;"in Betrieb";"51105459810";"0027";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Tacke TW 500";"Tacke";"37";"40";"101,3 dB(A)";500;"kW Nennleist. Rotor.";32496055;6009970;17.05.94;31.12.94;"in Betrieb";"51105459810";"0028";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Tacke TW 500";"Tacke";"37";"40";"101,3 dB(A)";500;"kW Nennleist. Rotor.";32496038;6009730;17.05.94;31.12.94;"in Betrieb";"51105459810";"0029";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Tacke TW 600";"Tacke";"50";"43";"102,3 dB(A)";600;"kW Nennleist. Rotor.";32496005;6009507;17.05.94;31.12.94;"in Betrieb";"51105459810";"0030";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Typ Enercon E-48";"Enercon";"75,6";"48";"102,5";800;"kW Nennleist. Rotor.";32493816;6009824;17.10.07;11.06.08;"in Betrieb";"51105459811";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Enercon E-70 2,3 MW";"Enercon";"64";"71";"104,5 dB(A)/101,6 dB(A)";2300;"kW Nennleist. Rotor.";32496480;6010565;10.11.08;01.04.10;"in Betrieb";"51105459813";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-82 E3";"Enercon";"85";"82";"106 dB(A)/99,5 dB(A)";3000;"kW Nennleist. Rotor.";32494009;6009399;04.08.09;05.04.12;"in Betrieb";"51105459814";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"101,8";2300;"kW Nennleist. Rotor.";32494027;6010211;05.08.11;31.03.14;"in Betrieb";"51105459816";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70";"Enercon";"85";"71";"103,8";2300;"kW Nennleist. Rotor.";32496208;6009501;16.02.10;31.08.11;"in Betrieb";"51105459817";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-82 E3";"Enercon";"84,5";"82";"106 dB(A)/105,8 dB(A)";3000;"kW Nennleist. Rotor.";32493804;6010004;30.11.10;12.04.12;"in Betrieb";"51105459818";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"104,5 dB(A)/101,8 dB(A)";2300;"kW Nennleist. Rotor.";32494037;6009800;20.04.11;23.12.11;"in Betrieb";"51105459818";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"105,5";2300;"kW Nennleist. Rotor.";32497027;6010653;18.02.13;24.03.14;"in Betrieb";"51105459819";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"104,5 dB(A)/101,8 dB(A)";2300;"kW Nennleist. Rotor.";32494126;6010020;05.08.11;24.03.14;"in Betrieb";"51105459820";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70";"Enercon";"85";"71";"104,5 dB(A)/101,8 dB(A)";2300;"kW Nennleist. Rotor.";32493817;6010249;05.08.11;10.04.14;"in Betrieb";"51105459821";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Stelle-Wittenwurth";"WKA4 Enercon E115 EP3";"Enercon";"92";"115,7";"HZ /dB(A) | 63/86,5 | 125/92,2 | 250/95,3 | 500/97,9 | 1000/99,3 | 2000/99,8 | 4000/95,7 | 8000/82,5 | SLP=105,3 dB(A)Tag 105,9 dB(A)";4200;"kW Nennleist. Rotor.";32502306;6011806;;;"im Gen.Verf.";"51107000004";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Stelle-Wittenwurth";"Vestas V112-3.3 MW";"Vestas";"119";"112";"106,5 dB(A)/105,5 dB(A)";3300;"kW Nennleist. Rotor.";32502696;6011678;25.06.14;31.12.14;"in Betrieb";"51107459828";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Stelle-Wittenwurth";"Vestas V112-3.3 MW";"Vestas";"119";"112";"106,5 dB(A)/105,5 dB(A)";3300;"kW Nennleist. Rotor.";32502870;6011277;25.06.14;31.12.14;"in Betrieb";"51107459828";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Stelle-Wittenwurth";"Vestas V112-3.3 MW";"Vestas";"119";"112";"106,5 dB(A)/105,5 dB(A)";3300;"kW Nennleist. Rotor.";32502948;6010776;25.06.14;31.12.14;"in Betrieb";"51107459828";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Stelle-Wittenwurth";"Vestas V112-3.3 MW";"Vestas";"119";"112";"106,5 dB(A)/105,5 dB(A)";3300;"kW Nennleist. Rotor.";32502636;6012021;16.02.15;01.12.15;"in Betrieb";"51107459828";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Stelle-Wittenwurth";"Vestas V112-3.3 MW";"Vestas";"119";"112";"106,5 dB(A)/105,5 dB(A) ";3300;"kW Nennleist. Rotor.";32503027;6011609;26.02.15;14.12.15;"in Betrieb";"51107459828";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Stelle-Wittenwurth";"Vestas V112-3.3 MW";"Vestas";"119";"112";"106,5 dB(A)/105,5 dB(A)";3300;"kW Nennleist. Rotor.";32503136;6011075;26.02.15;17.12.15;"in Betrieb";"51107459828";"0006";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Stelle-Wittenwurth";"Enercon E-115 EP3 E3 4.2MW";"Enercon";"122";"115";"HZ /dB(A) | 63/87 | 125/92,7 | 250/95,9 | 500/98,4 | 1000/99,7 | 2000/99,9 | 4000/95 | 8000/80,1 | SLP=105,5 dB(A)Tag: 106,9 dB(A)";4200;"kW Nennleist. Rotor.";32503313;6010757;20.05.20;10.03.22;"in Betrieb";"51107459828";"0007";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Strübbel";"WKA Senvion 3.2 ";"Senvion";"93";"114";"105,2 dB(A)/104,2 dB(A)";3200;"kW Nennleist. Rotor.";32496257;6013141;;;"im Gen.Verf.";"51108506989";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Strübbel";"Senvion 3.2 ";"Senvion";"93";"114";"105,2 dB(A)/104,2 dB(A)";3200;"kW Nennleist. Rotor.";32496574;6012921;07.12.15;09.12.16;"in Betrieb";"51108506989";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Strübbel";"Senvion 3.2 ";"Senvion";"93";"114";"105,2 dB(A)/103,5 dB(A)";3200;"kW Nennleist. Rotor.";32496527;6012621;07.12.15;14.11.16;"in Betrieb";"51108506989";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Strübbel";"Senvion 3.2 ";"Senvion";"93";"114";"105,2 dB(A)/104,2 dB(A)";3200;"kW Nennleist. Rotor.";32496583;6012279;07.12.15;28.11.16;"in Betrieb";"51108506989";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Strübbel";"Senvion 3.2 ";"Senvion";"93";"114";"105,2 dB(A)/102,7 dB(A)";3200;"kW Nennleist. Rotor.";32496818;6012465;07.12.15;08.12.16;"in Betrieb";"51108506989";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"Vestas V-47/660";"Vestas";"55";"47";"100,7 dB(A)/100,7 dB(A)";660;"kW Nennleist. Rotor.";32494847;6004770;27.02.98;01.02.99;"in Betrieb";"51109000004";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"Vestas V-47/660";"Vestas";"55";"47";"100,7 dB(A)/100,7 dB(A)";660;"kW Nennleist. Rotor.";32494573;6004971;27.02.98;01.02.99;"in Betrieb";"51109000004";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"Vestas V-47/660";"Vestas";"55";"47";"100,7 dB(A)/100,7 dB(A)";660;"kW Nennleist. Rotor.";32495199;6004674;27.02.98;01.02.99;"in Betrieb";"51109000004";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"Vestas V-47/660";"Vestas";"55";"47";"100,7 dB(A)/100,7 dB(A)";660;"kW Nennleist. Rotor.";32494713;6004871;27.02.98;01.02.99;"in Betrieb";"51109000004";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-82 E2";"Enercon";"85";"71";"104,5 dB(A)/104 dB(A)";2300;"kW Nennleist. Rotor.";32492437;6006602;16.05.13;08.05.14;"in Betrieb";"51109000006";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-82 E2 ";"Enercon";"85";"82";"104,5 dB(A)/104 dB(A)";2300;"kW Nennleist. Rotor.";32492481;6006379;16.05.13;16.05.14;"in Betrieb";"51109000006";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-115 EP3 E3";"Enercon";"121,87";"115,7";"HZ /dB(A) | 63/79,9 | 125/85,1 | 250/87,8 | 500/89,7 | 1000/90,8 | 2000/91,4 | 4000/86,6 | 8000/70,3 | SLP=97 dB(A)";4200;"kW Nennleist. Rotor.";32494784;6004808;16.11.21;;"vor Inbetriebnahme";"51109000008";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"Vestas V42/600kW";"Vestas";"50";"42";"103 dB(A)/103 dB(A)";600;"kW Nennleist. Rotor.";32495446;6004726;07.08.95;01.01.99;"in Betrieb";"51109505142";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"Vestas V42/600kW";"Vestas";"50";"42";"103 dB(A)/103 dB(A)";600;"kW Nennleist. Rotor.";32495544;6004978;21.08.95;01.01.99;"in Betrieb";"51109505142";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"Enercon E-70";"Enercon";"64";"71";"104,5 dB(A)/97,5 dB(A)";2300;"kW Nennleist. Rotor.";32495033;6004758;14.03.08;31.05.10;"in Betrieb";"51109505148";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/104,5 dB(A)";2300;"kW Nennleist. Rotor.";32492914;6004211;21.09.10;02.08.11;"in Betrieb";"51109505149";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/104,5 dB(A)";2300;"kW Nennleist. Rotor.";32493134;6004265;21.09.10;28.07.11;"in Betrieb";"51109505149";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/104,5 dB(A)";2300;"kW Nennleist. Rotor.";32493010;6004444;21.09.10;02.08.11;"in Betrieb";"51109505149";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/104,5 dB(A)";2300;"kW Nennleist. Rotor.";32493227;6004482;21.09.10;02.08.11;"in Betrieb";"51109505149";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-70 E4";"Enercon";"64";"71";"97,5";2300;"kW Nennleist. Rotor.";32492787;6004698;17.09.10;30.06.11;"in Betrieb";"51109505151";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/97,5 dB(A)";2300;"kW Nennleist. Rotor.";32493257;6004708;19.10.11;24.02.12;"in Betrieb";"51109505152";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-70 E4";"Enercon";"64";"71";"97,5";2300;"kW Nennleist. Rotor.";32493018;6004670;17.09.10;30.06.11;"in Betrieb";"51109505152";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-82 E2";"Enercon";"85";"82";"104,5/104";2300;"kW Nennleist. Rotor.";32492668;6006697;19.10.12;08.05.14;"in Betrieb";"51109505153";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"WKA Enercon E-82 E2";"Enercon";"85";"82";"104,5 dB(A)/104,5 dB(A)";2300;"kW Nennleist. Rotor.";32492936;6005589;24.07.13;16.06.14;"in Betrieb";"51109505157";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"Enercon E-70";"Enercon";"85";"71";"104,5 dB(A)/101,8 dB(A)";2300;"kW Nennleist. Rotor.";32494935;6004580;01.06.15;11.03.16;"in Betrieb";"51109505158";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"Enercon E-92";"Enercon";"85";"92";"105,0dB(A)/102,0 dB(A)";2350;"kW Nennleist. Rotor.";32494940;6005063;01.06.15;29.03.16;"in Betrieb";"51109505159";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"Enercon E-92";"Enercon";"85";"92";"105,0dB(A)/102,0 dB(A)";2350;"kW Nennleist. Rotor.";32495206;6005134;01.06.15;29.03.16;"in Betrieb";"51109505159";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderdeich";"Enercon E-92";"Enercon";"85";"92";"105,0dB(A)/102,0 dB(A)";2350;"kW Nennleist. Rotor.";32495468;6005216;01.06.15;29.03.16;"in Betrieb";"51109505159";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderhastedt";"WKA Vestas V150 6.000";"Vestas";"105";"150";"HZ /dB(A) | 63/81,5 | 125/89,2 | 250/93,9 | 500/95,6 | 1000/94,5 | 2000/90,3 | 4000/83,2 | 8000/ | SLP=100,5 dB(A)";6000;"kW Nennleist. Rotor.";32515700;5991532;;;"im Gen.Verf.";"51110000001";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Eggstedt";"WKA Vestas V150 6000";"Vestas";"125";"150";"HZ /dB(A) | 63/82 | 125/89,7 | 250/94,5 | 500/96,3 | 1000/95,1 | 2000/91 | 4000/83,9 | 8000/ | SLP=101,1 dB(A)";6000;"kW Nennleist. Rotor.";32515771;5991178;;;"im Gen.Verf.";"51110000001";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Eggstedt";"WKA Vestas V150 6000";"Vestas";"125";"150";"HZ /dB(A) | 63/83,9 | 125/91,6 | 250/96,4 | 500/98,2 | 1000/97 | 2000/92,9 | 4000/85,5 | 8000/ | SLP=103 dB(A)";6000;"kW Nennleist. Rotor.";32516182;5991230;;;"im Gen.Verf.";"51110000001";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderhastedt";"WKA Vestas V162 6000";"Vestas";"119";"162";"HZ /dB(A) | 63/80,8 | 125/88,4 | 250/93,1 | 500/94,8 | 1000/93,7 | 2000/89,5 | 4000/82,5 | 8000/ | SLP=99,7 dB(A)";6000;"kW Nennleist. Rotor.";32514677;5990422;;;"im Gen.Verf.";"51110000001";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderhastedt";"WKA Vestas V150 6000";"Vestas";"125";"150";"HZ /dB(A) | 63/82,5 | 125/90,2 | 250/95 | 500/96,8 | 1000/95,6 | 2000/91,5 | 4000/84,4 | 8000/ | SLP=101,6 dB(A)";6000;"kW Nennleist. Rotor.";32514916;5989761;;;"im Gen.Verf.";"51110000001";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderhastedt";"WKA Vestas V150";"Vestas";"105";"150";"HZ /dB(A) | 63/82,5 | 125/90,2 | 250/95 | 500/96,8 | 1000/95,6 | 2000/91,5 | 4000/84,4 | 8000/ | SLP=101,6 dB(A)";6000;"kW Nennleist. Rotor.";32515142;5989449;;;"im Gen.Verf.";"51110000001";"0006";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Eggstedt";"WKA V150 6000";"Vestas";"105";"150";"HZ /dB(A) | 63/82,5 | 125/90,2 | 250/95 | 500/96,8 | 1000/95,6 | 2000/91,5 | 4000/84,4 | 8000/ | SLP=101,6 dB(A)";6000;"kW Nennleist. Rotor.";32515548;5989837;;;"im Gen.Verf.";"51110000001";"0007";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderhastedt";"Repower MM 82 2,0 MW";"REpower";"80";"82";"106,8 dB(A)/ 99,5 dB(A)";2000;"kW Nennleist. Rotor.";32515537;5991485;23.07.04;28.12.04;"in Betrieb";"51110509044";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Süderhastedt";"WKA Enercon E-70 E4";"Enercon";"85";"71";"105,5 dB(A)/103,3 dB(A)";2300;"kW Nennleist. Rotor.";32515585;5991694;28.09.10;30.12.11;"in Betrieb";"51110509047";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"Vestas V47/660";"Vestas";"65";"47";"100,7 dB(A)";660;"kW Nennleist. Rotor.";32497905;6001634;04.07.00;31.12.99;"in Betrieb";"51113000006";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"Vestas V47/660";"Vestas";"65";"47";"100,9 dB(A)";660;"kW Nennleist. Rotor.";32498018;6001837;04.07.00;31.12.99;"in Betrieb";"51113000006";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"Vestas V47";"Vestas";"60";"47";"100,7 dB(A)";660;"kW Nennleist. Rotor.";32500942;6003070;26.03.98;04.01.99;"in Betrieb";"51113000008";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"Vestas V47";"Vestas";"60";"47";"100,7 dB(A)";660;"kW Nennleist. Rotor.";32501060;6002928;26.03.98;04.01.99;"in Betrieb";"51113000008";"0006";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"Vestas V47";"Vestas";"60";"47";"100,7 dB(A)";660;"kW Nennleist. Rotor.";32501543;6003301;26.03.98;04.01.99;"in Betrieb";"51113000008";"0008";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"Vestas V47";"Vestas";"60";"47";"100,7 dB(A)";660;"kW Nennleist. Rotor.";32501618;6003174;26.03.98;04.01.99;"in Betrieb";"51113000008";"0009";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"Vestas V47";"Vestas";"60";"47";"100,7 dB(A)";660;"kW Nennleist. Rotor.";32500964;6003539;26.03.98;04.01.99;"in Betrieb";"51113000008";"0010";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"Vestas V47";"Vestas";"60";"47";"100,7 dB(A)";660;"kW Nennleist. Rotor.";32500858;6003216;26.03.98;04.01.99;"in Betrieb";"51113000008";"0011";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"Vestas V47";"Vestas";"60";"47";"100,7 dB(A)";660;"kW Nennleist. Rotor.";32501455;6003531;26.03.98;04.01.99;"in Betrieb";"51113000008";"0013";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wesselburener Deichhausen";"WKA 1 Enercon E126 EP3";"Enercon";"116";"127";"106,1 dB(A) / 94,4 dB(A)";4000;"kW Nennleist. Rotor.";32497289;6002164;;;"im Gen.Verf.";"51113000010";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"WKA 2 Enercon E126 EP3";"Enercon";"116";"127";"106,1 dB(A) / 94,4 dB(A)";4000;"kW Nennleist. Rotor.";32497118;6001866;;;"im Gen.Verf.";"51113000010";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"WKA1 Vestas V162-6.2";"Vestas";"119";"162";"HZ /dB(A) | 63/83,3 | 125/91 | 250/95,8 | 500/97,5 | 1000/96,4 | 2000/92,3 | 4000/85,2 | 8000/ | SLP=102,4 dB(A)106,0 dB)(A)";6200;"kW Nennleist. Rotor.";32501293;6003471;22.06.20;;"vor Inbetriebnahme";"51113000011";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"WKA2 Vestas V162-6.2";"Vestas";"119";"162";"HZ /dB(A) | 63/80,8 | 125/88,5 | 250/93,3 | 500/95,1 | 1000/93,9 | 2000/89,9 | 4000/82,6 | 8000/ | SLP=99,9 dB(A)106,0 dB(A)";6200;"kW Nennleist. Rotor.";32500973;6003123;22.06.20;;"vor Inbetriebnahme";"51113000011";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"WKA4 Vestas V162-6.2";"Vestas";"119";"162";"HZ /dB(A) | 63/80,5 | 125/88,2 | 250/93 | 500/94,8 | 1000/93,6 | 2000/89,5 | 4000/82,3 | 8000/ | SLP=99,6 dB(A)106,0 dB(A)";6200;"kW Nennleist. Rotor.";32501149;6002793;22.06.20;;"vor Inbetriebnahme";"51113000011";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wührden";"WKA5 Vestas V162-6.2";"Vestas";"119";"162";"HZ /dB(A) | 63/83,6 | 125/91,3 | 250/96,1 | 500/97,8 | 1000/96,7 | 2000/92,6 | 4000/85,5 | 8000/ | SLP=102,7 dB(A)106,0 dB(A)";6200;"kW Nennleist. Rotor.";32501588;6002776;22.06.20;;"vor Inbetriebnahme";"51113000011";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
