"Kreis";"Ort";"Typ";"Hersteller";"Nabenhoehe";"Rotordurchmesser";"Schallleistungspegel";"Leistung";"Leistungsbezug";"Ostwert";"Nordwert";"Genehmigt_am";"Iinbetriebnahme";"Status";"Bst_Nr";"Anl_Nr";"Datendatum";"Datenquelle"
"Nordfriesland";"Nordstrand";"Nordex N117/3600";"Nordex";"91";"117";"HZ /dB(A) | 63/80,0 | 125/87,6 | 250/90,5 | 500/90,2 | 1000/91,8 | 2000/93,6 | 4000/92,5 | 8000/83,8 | SLP=99,4 dB(A)";3600;"kW Nennleist. Rotor.";32493488;6039446;08.09.20;;"vor Inbetriebnahme";"54091000007";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Nordstrand";"Enercon E-70 2,3 MW, SN: 782959";"Enercon";"64";"71";"104,5";2300;"kW Nennleist. Rotor.";32493502;6040055;23.09.09;14.09.10;"in Betrieb";"54091900005";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"Enercon E-138 EP3 E2";"Enercon";"110,13";"138,25";"HZ /dB(A)63/83,6 125/89,1 250/91,7 500/93,7 1000/95,1 2000/95,8 4000/90,8 LSP=101,2dB(A)";4200;"kW Nennleist. Rotor.";32509093;6047977;30.03.21;;"vor Inbetriebnahme";"54092104120";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"Repower MM 70";"REpower";"65";"70";"103";1800;"kW Nennleist. Rotor.";32509899;6051455;01.07.02;01.07.02;"in Betrieb";"54092271652";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"Repower MM 70";"REpower";"65";"70";"103";1800;"kW Nennleist. Rotor.";32509448;6051190;01.07.02;01.07.02;"in Betrieb";"54092271652";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"Repower MM 70";"REpower";"65";"70";"103";1800;"kW Nennleist. Rotor.";32509923;6051109;01.07.02;01.07.02;"in Betrieb";"54092271652";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"Repower MM 70";"REpower";"65";"70";"103";1800;"kW Nennleist. Rotor.";32509619;6050840;01.07.02;01.07.02;"in Betrieb";"54092271652";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"REpower MM 82";"REpower";"80";"82";"105";2000;"kW Nennleist. Rotor.";32509537;6051563;08.07.03;08.07.03;"in Betrieb";"54092271654";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"REpower MM 82";"REpower";"80";"82";"105";2000;"kW Nennleist. Rotor.";32509153;6051585;08.07.03;08.07.03;"in Betrieb";"54092271654";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"REpower MM82";"REpower";"80";"82";"102";2000;"kW Nennleist. Rotor.";32508756;6051637;03.07.03;03.07.03;"in Betrieb";"54092271655";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"Senvion 3.2M114";"Senvion";"93";"114";"105,2 dB(A)";3170;"kW Nennleist. Rotor.";32509323;6051843;21.10.15;27.06.16;"in Betrieb";"54092271660";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"REpower 3.2 M 114";"REpower";"93";"114";"105,2/105,2 dB(A)";3200;"kW Nennleist. Rotor.";32509516;6050478;23.09.13;18.07.14;"in Betrieb";"54092271661";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"REpower 3.2 M 114";"REpower";"93";"114";"105,5 / 104,9 dB(A)";3200;"kW Nennleist. Rotor.";32508857;6050185;23.09.13;23.07.14;"in Betrieb";"54092271661";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"REpower 3.2 M 114";"REpower";"93";"114";"105,5 / 105,2 dB(A)";3200;"kW Nennleist. Rotor.";32509386;6050120;23.09.13;18.07.14;"in Betrieb";"54092271661";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"REpower 3.2 M 114";"REpower";"93";"114";"105,5 / 105,2 dB(A)";3200;"kW Nennleist. Rotor.";32509095;6049860;23.09.13;31.07.14;"in Betrieb";"54092271661";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"REpower 3.2 M 114";"REpower";"93";"114";"105,5 / 105,2 dB(A)";3200;"kW Nennleist. Rotor.";32509542;6049803;23.09.13;06.08.14;"in Betrieb";"54092271661";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Norstedt";"REpower 3.2 M 114";"REpower";"93";"114";"105,5 / 105,2 dB(A)";3200;"kW Nennleist. Rotor.";32509340;6049512;23.09.13;04.08.14;"in Betrieb";"54092271661";"0006";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Ockholm";"REpower 3.4 M 104";"REpower";"98";"104";"105,6/105,6";3300;"kW Nennleist. Rotor.";32490743;6056902;15.08.12;16.07.13;"in Betrieb";"54093104653";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Ockholm";"REpower 3.4 M 104";"REpower";"98";"104";"105,6 dB(A) / 103,0 dB(A)";3300;"kW Nennleist. Rotor.";32490515;6057149;15.08.12;09.07.13;"in Betrieb";"54093104655";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oevenum";"Enercon E-70/E4 2,3 MW";"Enercon";"64";"71";"105,5 dB(A)/105,5 dB(A)";2300;"kW Nennleist. Rotor.";32472397;6065425;19.05.15;05.11.15;"in Betrieb";"54094900005";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oevenum";"Enercon E-70/E4 2,3 MW";"Enercon";"64";"71";"105,5 dB(A)/105,5 dB(A)";2300;"kW Nennleist. Rotor.";32471848;6065248;19.05.15;13.11.15;"in Betrieb";"54094900005";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oevenum";"Enercon E-70/E4 2,3 MW";"Enercon";"64";"71";"105,5 dB(A)/105,5 dB(A)";2300;"kW Nennleist. Rotor.";32472430;6064889;19.05.15;06.11.15;"in Betrieb";"54094900005";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"Enercon E-70 E4";"Enercon";"85";"70";"104,5/97,5";2300;"kW Nennleist. Rotor.";32496206;6027073;04.12.14;27.11.15;"in Betrieb";"54095000006";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"Vestas V-80";"Vestas";"60";"80";"102,7";2000;"kW Nennleist. Rotor.";32495738;6027442;29.03.01;29.03.01;"in Betrieb";"54095105593";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"Vestas V-80";"Vestas";"60";"80";"102,7/Nachtabschaltung";2000;"kW Nennleist. Rotor.";32496410;6027777;29.03.01;29.03.01;"in Betrieb";"54095105593";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"Vestas V-80";"Vestas";"60";"80";"102,7";2000;"kW Nennleist. Rotor.";32496605;6027437;29.03.01;29.03.01;"in Betrieb";"54095105593";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"Vestas V-80";"Vestas";"60";"80";"102,7";2000;"kW Nennleist. Rotor.";32497193;6027894;29.03.01;29.03.01;"in Betrieb";"54095105593";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"Vestas V-80";"Vestas";"60";"80";"102,7 / Nachtabschaltung";2000;"kW Nennleist. Rotor.";32497357;6027652;29.03.01;23.03.01;"in Betrieb";"54095105593";"0006";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"WKA Vestas V-136";"Vestas";"82";"136";"HZ /dB(A) | 63/86,5 | 125/94,2 | 250/98,9 | 500/100,7 | 1000/99,6 | 2000/95,5 | 4000/88,6 | 8000/1 | SLP=105,6 dB(A)";4200;"kW Nennleist. Rotor.";32495826;6027271;16.12.21;;"vor Inbetriebnahme";"54095105593";"0011";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"WKA Vestas V-136";"Vestas";"82";"136";"HZ /dB(A) | 63/82,4 | 125/89,9 | 250/94,5 | 500/96,3 | 1000/95,2 | 2000/91,2 | 4000/84,4 | 8000/1 | SLP=101,2 dB(A)";4200;"kW Nennleist. Rotor.";32496518;6027531;16.12.21;;"vor Inbetriebnahme";"54095105593";"0012";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"WKA Vestas V-136";"Vestas";"82";"136";"HZ /dB(A) | 63/84,6 | 125/92,3 | 250/97,0 | 500/98,8 | 1000/97,7 | 2000/93,6 | 4000/86,7 | 8000/1 | SLP=103,7 dB(A)";4200;"kW Nennleist. Rotor.";32496847;6027737;16.12.21;;"vor Inbetriebnahme";"54095105593";"0013";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"WKA Vestas V-136";"Vestas";"82";"136";"HZ /dB(A) | 63/86,4 | 125/94,1 | 250/98,8 | 500/100,6 | 1000/99,5 | 2000/95,4 | 4000/88,5 | 8000/1 | SLP=105,5 dB(A)";4200;"kW Nennleist. Rotor.";32497207;6027843;16.12.21;;"vor Inbetriebnahme";"54095105593";"0014";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"Vestas V-80";"Vestas";"60";"80";"102,7";2000;"kW Nennleist. Rotor.";32495865;6027209;29.03.01;29.03.01;"in Betrieb";"54095334107";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"Enercon E-82 E2";"Enercon";"85";"82";"104,5/99,5";2300;"kW Nennleist. Rotor.";32495909;6026690;04.12.14;23.10.15;"in Betrieb";"54095334111";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"Enercon E-82 E2";"Enercon";"85";"82";"104,5/99,5";2300;"kW Nennleist. Rotor.";32495778;6026933;04.12.14;06.10.15;"in Betrieb";"54095334111";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"Enercon E-82 E2";"Enercon";"85";"82";"104,5/99,5";2300;"kW Nennleist. Rotor.";32496014;6026910;04.12.14;26.10.15;"in Betrieb";"54095334111";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldenswort";"Enercon E-70 E4";"Enercon";"85";"70";"104,5/97,5";2300;"kW Nennleist. Rotor.";32496162;6027281;04.12.14;04.12.15;"in Betrieb";"54095334111";"0005";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldersbek";"Enercon E-82";"Enercon";"59";"82";"103,0 / 103,0";2350;"kW Nennleist. Rotor.";32510585;6034498;13.12.16;27.09.17;"in Betrieb";"54096000002";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldersbek";"Enercon E-82";"Enercon";"59";"82";"103,0 / 103,0";2350;"kW Nennleist. Rotor.";32510621;6034714;13.12.16;26.09.17;"in Betrieb";"54096000002";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldersbek";"Enercon E-82";"Enercon";"59";"82";"103/103";2350;"kW Nennleist. Rotor.";32510843;6034547;08.12.16;22.09.17;"in Betrieb";"54096000002";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldersbek";"Enercon E115 EP3";"Enercon";"92";"115";"HZ /dB(A) | 63/82,9 | 125/88,5 | 250/91,7 | 500/94,0 | 1000/94,9 | 2000/94,6 | 4000/89,3 | 8000/1 | SLP=100,7 dB(A)";4200;"kW Nennleist. Rotor.";32511065;6034722;20.07.21;;"vor Inbetriebnahme";"54096000005";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oldersbek";"REpower MM 82";"REpower";"59";"82";"105,5 / 103,7";2050;"kW Nennleist. Rotor.";32510766;6034303;05.06.12;06.06.13;"in Betrieb";"54096105897";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E70 E4";"Enercon";"64";"71";"105,5 dB(A) / 102,4 dB(A)";2300;"kW Nennleist. Rotor.";32506872;6042471;11.11.16;28.04.17;"in Betrieb";"54097000006";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Vestas V117/3.45MW";"Vestas";"91,5";"117";"107,7/102,5";3450;"kW elektr. Leistung";32506041;6042181;20.12.16;21.07.17;"in Betrieb";"54097000008";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Nordex N100/3300";"Nordex";"100";"100";"106,0/96,6";3300;"kW elektr. Leistung";32506484;6042041;21.12.16;14.12.17;"in Betrieb";"54097000008";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Vestas V80 - 2 MW";"Vestas";"60";"80";"103,4/101,8";2000;"kW Nennleist. Rotor.";32506675;6042590;09.05.08;23.02.12;"in Betrieb";"54097106361";"0006";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-70/E4";"Enercon";"64";"71";"104,0 dB(A) / 99,2 dB(A)";2500;"kW Nennleist. Rotor.";32506832;6042242;22.07.13;16.05.14;"in Betrieb";"54097106361";"0007";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-70/E4";"Enercon";"64";"71";"104,0 dB(A) / 101,8 dB(A)";2500;"kW Nennleist. Rotor.";32507091;6042432;22.07.13;16.05.14;"in Betrieb";"54097106361";"0008";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Vestas V-80/2 MW";"Vestas";"60";"80";"HZ /dB(A) | 63/84,1 | 125/92,8 | 250/95,3 | 500/94,9 | 1000/97,3 | 2000/95,4 | 4000/87,7 | 8000/1 | SLP=102,6 dB(A)";2000;"kW Nennleist. Rotor.";32506928;6041960;02.08.01;13.11.02;"in Betrieb";"54097327537";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-66/18.70";"Enercon";"65";"70";"103";1800;"kW Nennleist. Rotor.";32508120;6043039;14.06.02;14.06.02;"in Betrieb";"54097327539";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-66/18.70";"Enercon";"65";"70";"103";1800;"kW Nennleist. Rotor.";32508163;6042810;10.04.02;10.04.02;"in Betrieb";"54097327539";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-66/18.70";"Enercon";"65";"70";"103";1800;"kW Nennleist. Rotor.";32508107;6042596;10.04.02;10.04.02;"in Betrieb";"54097327539";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Vestas V-80/2,0 MW";"Vestas";"60";"80";"103,5";2000;"kW Nennleist. Rotor.";32507048;6041132;22.05.02;30.11.02;"in Betrieb";"54097327540";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-70/2,3 MW";"Enercon";"64";"71";"100,9";2300;"kW Nennleist. Rotor.";32506219;6042438;31.03.08;03.07.09;"in Betrieb";"54097327543";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-70";"Enercon";"64";"70";"98,0 dB(A)";2000;"kW Nennleist. Rotor.";32507840;6042733;06.09.06;23.04.09;"in Betrieb";"54097327544";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-70/E4 2,3 MW";"Enercon";"64";"70";"102";2000;"kW Nennleist. Rotor.";32507835;6043053;06.09.06;08.04.09;"in Betrieb";"54097327545";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-70/E4 2,3 MW";"Enercon";"64";"70";"102";2000;"kW Nennleist. Rotor.";32508007;6043331;06.09.06;09.04.09;"in Betrieb";"54097327546";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-70/E4  2 MW";"Enercon";"64";"71";"98";2000;"kW Nennleist. Rotor.";32506583;6041283;30.08.07;09.07.09;"in Betrieb";"54097327549";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-48/800 kW";"Enercon";"60";"48";"HZ /dB(A) | 63/81,0 | 125/86,6 | 250/89,0 | 500/94,7 | 1000/95,5 | 2000/89,9 | 4000/79,6 | 8000/1 | SLP=99,5 dB(A) gemessen";800;"kW Nennleist. Rotor.";32506663;6041866;28.04.11;18.10.12;"in Betrieb";"54097327552";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"REpower MM 82";"REpower";"59";"82";"HZ /dB(A) | 63/81,6 | 125/88,1 | 250/93,6 | 500/94,6 | 1000/91,2 | 2000/87,3 | 4000/79,2 | 8000/62 | SLP=99,0 dB(A)gemessen";2000;"kW Nennleist. Rotor.";32507052;6042726;27.04.11;30.09.11;"in Betrieb";"54097327553";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Repower MM 82/2 MW";"REpower";"59";"82";"105";2000;"kW Nennleist. Rotor.";32508295;6043370;05.06.12;13.07.13;"in Betrieb";"54097327556";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"REpower MM 82";"REpower";"59";"82";"105,0/104,6 dB(A)";2000;"kW Nennleist. Rotor.";32506370;6042702;30.09.13;03.07.14;"in Betrieb";"54097327557";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Olderup";"Enercon E-70/E4";"Enercon";"64";"71";"105,5 / 101,8 dB(A)";2300;"kW Nennleist. Rotor.";32506378;6042307;16.03.15;05.09.15;"in Betrieb";"54097327558";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Ostenfeld (Husum)";"Vestas V136";"Vestas";"82";"136";"HZ /dB(A) | 63/83 | 125/90,7 | 250/95,4 | 500/97,2 | 1000/96,1 | 2000/92 | 4000/85,1 | 8000/ | SLP=102,1 dB(A)";4200;"kW Nennleist. Rotor.";32513243;6033964;06.02.20;30.03.21;"in Betrieb";"54099000008";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Ostenfeld (Husum)";"Vestas V136";"Vestas";"82";"136";"HZ /dB(A) | 63/81,6 | 125/89,1 | 250/93,7 | 500/95,5 | 1000/94,4 | 2000/90,4 | 4000/83,6 | 8000/ | SLP=100,4 dB(A)";4200;"kW Nennleist. Rotor.";32513218;6033598;06.02.20;25.03.21;"in Betrieb";"54099000008";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Ostenfeld (Husum)";"Vestas V136";"Vestas";"82";"136";"HZ /dB(A) | 63/83,4 | 125/91,1 | 250/95,8 | 500/97,6 | 1000/96,5 | 2000/92,4 | 4000/85,5 | SLP=102,5 dB(A)";4200;"kW Nennleist. Rotor.";32513493;6033365;06.02.20;22.03.21;"in Betrieb";"54099000008";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Ostenfeld (Husum)";"Enercon E-138 EP3";"Enercon";"81";"138";"Hz /dB(A)   63/80,6   125/85,9   250/88,3   500/90,4   1000/91,9   2000/92,8   4000/87,7   LSP=98,0 dB(A)";4200;"kW Nennleist. Rotor.";32513462;6034372;20.10.21;;"vor Inbetriebnahme";"54099000009";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Ostenfeld (Husum)";"Enercon E-70/E4";"Enercon";"65";"71";"105,1";2300;"kW Nennleist. Rotor.";32512635;6034126;07.12.11;09.12.09;"in Betrieb";"54099333667";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Ostenfeld (Husum)";"Enercon E-70/E4";"Enercon";"65";"71";"105,5";2300;"kW Nennleist. Rotor.";32512846;6033817;09.06.08;09.11.12;"in Betrieb";"54099333667";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-70/E4";"Enercon";"64";"71";"104,0/103,0 dB(A)";2300;"kW Nennleist. Rotor.";32514774;6041642;27.02.14;11.03.16;"in Betrieb";"54101326509";"0011";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-70/E4";"Enercon";"64";"71";"104,0/101,8 dB(A)";2300;"kW Nennleist. Rotor.";32515019;6041465;27.02.14;23.09.16;"in Betrieb";"54101326509";"0012";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-70/E4";"Enercon";"64";"71";"104,0/101,8 dB(A)";2300;"kW Nennleist. Rotor.";32515215;6041684;27.02.14;22.09.16;"in Betrieb";"54101326509";"0013";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-70/E4";"Enercon";"64";"71";"105,5/101,8 dB(A)";2300;"kW Nennleist. Rotor.";32515587;6041709;27.02.14;19.09.16;"in Betrieb";"54101326509";"0014";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-82/E2   2,3 MW";"Enercon";"108";"82";"104,0 dB(A) / 104,0 dB(A)";2300;"kW Nennleist. Rotor.";32516724;6039817;07.02.14;14.03.16;"in Betrieb";"54101326511";"0011";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-82/E2   2,3 MW";"Enercon";"98";"82";"104,0 dB(A) / 104,0 dB(A)";2300;"kW Nennleist. Rotor.";32516479;6040326;07.02.14;01.03.16;"in Betrieb";"54101326511";"0012";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-82/E2   2,3 MW";"Enercon";"108";"82";"104,0 dB(A) / 99,5 dB(A)";2300;"kW Nennleist. Rotor.";32516260;6040136;07.02.14;14.03.16;"in Betrieb";"54101326511";"0013";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-82/E2   2,3 MW";"Enercon";"108";"82";"104,0 dB(A) / 99,5 dB(A)";2300;"kW Nennleist. Rotor.";32516416;6039919;07.02.14;30.03.16;"in Betrieb";"54101326511";"0014";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-70/E4 ";"Enercon";"64";"70";"104,5 dB(A) / 100,9 dB(A)";2300;"kW Nennleist. Rotor.";32516757;6040243;07.02.14;;"vor Inbetriebnahme";"54101326511";"0015";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-138";"Enercon";"110,1";"138,3";"HZ /dB(A) 63/81,9 125/87,2 250/89,6 500/91,7 1000/93,2 2000/94,1 4000/89,0 LSP = 99,3 dB(A)";4200;"kW Nennleist. Rotor.";32516778;6040482;21.07.21;;"vor Inbetriebnahme";"54101326511";"0024";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-82/ 2,3 MW";"Enercon";"108";"82";"105,5 / 101,0";2300;"kW Nennleist. Rotor.";32516736;6040033;20.02.12;21.06.13;"in Betrieb";"54101900003";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E 70/E4";"Enercon";"64";"71";"103,0/98,4";2300;"kW Nennleist. Rotor.";32514280;6041626;23.05.13;26.06.14;"in Betrieb";"54101900006";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E 70/E4";"Enercon";"64";"71";"103,0/98,0";2300;"kW Nennleist. Rotor.";32514526;6041638;23.05.13;26.06.14;"in Betrieb";"54101900006";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-82/E2  2,3 MW";"Enercon";"85";"82";"105,0 dB(A) / 100,5 dB(A)";2300;"kW Nennleist. Rotor.";32516264;6039495;17.12.13;04.12.14;"in Betrieb";"54101900007";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-82/E2  2,3 MW";"Enercon";"85";"82";"105,0 dB/A) / 103,3 dB(A)";2300;"kW Nennleist. Rotor.";32516677;6039596;17.12.13;30.12.14;"in Betrieb";"54101900007";"0002";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-82/E2  2,3 MW";"Enercon";"85";"82";"105,0 dB/A) / 104,0 dB(A)";2300;"kW Nennleist. Rotor.";32516524;6039427;17.12.13;10.12.14;"in Betrieb";"54101900007";"0003";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Oster-Ohrstedt";"Enercon E-82/E2  2,3 MW";"Enercon";"85";"82";"105,0 dB/A) / 100,5 dB(A)";2300;"kW Nennleist. Rotor.";32516384;6039686;17.12.13;03.12.14;"in Betrieb";"54101900007";"0004";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Pellworm";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A) / 102,8 dB/A)";2300;"kW Nennleist. Rotor.";32479499;6044128;07.03.14;19.12.16;"in Betrieb";"54103000006";"0009";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Pellworm";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A) / 102,8 dB/A)";2300;"kW Nennleist. Rotor.";32479792;6044263;07.03.14;19.12.16;"in Betrieb";"54103108657";"0010";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Pellworm";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A) / 102,8 dB/A)";2300;"kW Nennleist. Rotor.";32479919;6043943;07.03.14;19.12.16;"in Betrieb";"54103108657";"0011";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Pellworm";"Enercon E-70";"Enercon";"64";"71";"104,5 dB(A) / 102,4 dB/A)";2300;"kW Nennleist. Rotor.";32480531;6044028;07.03.14;19.01.15;"in Betrieb";"54103108657";"0012";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Pellworm";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A) / 102,8 dB/A)";2300;"kW Nennleist. Rotor.";32480546;6043840;07.03.14;19.01.15;"in Betrieb";"54103108657";"0013";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Pellworm";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A) / 102,4 dB/A)";2300;"kW Nennleist. Rotor.";32480560;6043651;07.03.14;19.01.15;"in Betrieb";"54103108657";"0014";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Rantrum";"REpower MM 70";"REpower";"65";"70";"105";2000;"kW Nennleist. Rotor.";32510338;6034692;18.12.03;15.04.04;"in Betrieb";"54106333668";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
"Nordfriesland";"Rantrum";"REpower MM 70";"REpower";"65";"70";"105";2000;"kW Nennleist. Rotor.";32510699;6035157;01.01.04;01.01.04;"in Betrieb";"54106333669";"0001";"06.07.2022";"LLUR SH, Abtl. 7"
